"","baseMean","log2FoldChange","lfcSE","pvalue","padj","label"
"PHOSPHO1",123.739421868295,2.11086711222509,0.345135487739004,1.15213843550198e-10,2.2450608173357e-09,"PHOSPHO1"
"JAG2",97.0201433435535,2.11346687053517,0.449214485281786,2.5448536146596e-07,2.81196918941901e-06,"JAG2"
"PCDH9",17.99740463042,2.11421080396803,0.543963219122946,1.20888287932619e-05,9.48968525826654e-05,"PCDH9"
"LOC105373581",5.65019617535063,2.11756607147593,0.996195732621794,0.00289921357992307,0.0121300963215974,NA
"LOC107985525",16.1426541332386,2.11792065782987,0.58517022148757,3.07303266697408e-05,0.000217271715048762,"LOC107985525"
"ADGRG5",1115.83235052406,2.11834091517461,0.327032496927297,1.1015301236577e-11,2.49485426710848e-10,"ADGRG5"
"PDGFD",555.90337457711,2.11995790362525,0.72997692323102,0.00031899739538023,0.00175314534940059,"PDGFD"
"CCNB3",13.3595448712938,2.12001807557802,0.538965688378122,1.05898410742679e-05,8.42998075322477e-05,"CCNB3"
"SLC16A3",328.725193418438,2.12124051788156,0.275879952215279,1.61379349121173e-15,6.03097681858554e-14,"SLC16A3"
"LOC102724104",163.665148953363,2.12129572507891,0.594589930897347,3.4946681164372e-05,0.000243950681590386,"LOC102724104"
"PCDHGB7",4.1509536026445,2.12157092832663,1.12082677837584,0.00516475479878747,0.0197240854797489,NA
"ADGRA3",74.5300121953298,2.12201305087014,0.281697749255145,6.06337180259682e-15,2.09742553859085e-13,"ADGRA3"
"PCDHGA10",11.0243005236691,2.12215540479249,0.756863633870154,0.000431781202980413,0.00229289952194217,"PCDHGA10"
"ARHGEF25",59.4184957198294,2.13865936920101,0.36993446736172,9.22591330598662e-10,1.56975539567226e-08,"ARHGEF25"
"CA13",42.9083874220457,2.14046877285132,0.355735701029691,2.08959470377446e-10,3.92558689053787e-09,"CA13"
"ARHGEF12",671.964704391207,2.14302740682198,0.253105171478748,2.90322126140448e-18,1.51896536396682e-16,"ARHGEF12"
"NR1H3",98.1472223637122,2.14480681455959,0.269506770550619,2.16355590743088e-16,9.14725212741688e-15,"NR1H3"
"ZNF595",215.399637094384,2.14666319178213,0.361820777415321,3.53601601962224e-10,6.4126293984969e-09,"ZNF595"
"CEP126",177.371842968005,2.1495664610938,0.234332524062694,5.09353602301156e-21,3.52971926786708e-19,"CEP126"
"RPEL1",3.85990228141974,2.15025336494663,1.14013250147505,0.00572121697864496,0.0215348253469572,NA
"LOC105373991",3.25528003218649,2.15267997162417,1.22550964902888,0.00765087637097693,0.0275305262537492,NA
"LOC105374166",7.90233677657386,2.15524495241989,0.709750871796835,0.000272425377893286,0.00152809389132959,"LOC105374166"
"ADGRG3",1126.86062849941,2.1609405101699,0.770588478972433,0.000416746977574045,0.00221896304204529,"ADGRG3"
"CXCL8",79.6739707230787,2.16118841245905,1.49980538435574,0.00592555273210917,0.0221446370674251,NA
"KIR2DL1",312.206317452224,2.16587478673385,1.30371156015351,0.0045918658886093,0.0179489296445304,NA
"SLC15A4",1130.96180280619,2.16668800608605,0.235195870498316,3.46019045090794e-21,2.41382885855338e-19,"SLC15A4"
"C17orf58",45.3116920384414,2.16673438830902,0.390621807454904,3.55302040633298e-09,5.49169948772057e-08,"C17orf58"
"TMC2",4.3702944197692,2.16730789721274,2.67021471584041,0.0121804628265996,0.0404880441605903,NA
"PHLDB2",289.326541985852,2.16800996176235,0.287801472855777,5.99191437438002e-15,2.07958182466045e-13,"PHLDB2"
"LAMA2",46.0958196168508,2.16805748949306,0.396451101571753,5.38404122927066e-09,8.05988661274509e-08,"LAMA2"
"ZFHX3",136.334839544407,2.17024244837152,0.38312322617793,1.47947992951891e-09,2.4322510577354e-08,"ZFHX3"
"NPTX1",34.3270906578979,2.17199574571604,0.83701019565648,0.000743311738830485,0.00371620355237563,"NPTX1"
"SLFN13",2519.00522300918,2.17504053489961,0.131668472523528,3.16157979444553e-62,2.87676269296331e-59,"SLFN13"
"LOC107986249",3.42657257930315,2.17926843415561,1.28088617924797,0.00782175545100396,0.0280201468809673,NA
"LGR6",662.784316818852,2.18103482062023,0.307400724752621,1.49793940651858e-13,4.32995523475427e-12,"LGR6"
"LOC105370726",1.96601932476036,2.18440401118393,1.90117893148353,0.00966655080545171,0.0333906683778099,NA
"MIR4674",3.91993904784689,2.18856189260757,1.05007440569799,0.00385842808029809,0.0154603068857895,NA
"LOC102723409",3.94784660436629,2.19475278212334,1.03692546634918,0.00361011349926748,0.014646644146439,NA
"TSPOAP1",4863.35415897839,2.1996574213565,0.312220019617139,2.07528945719834e-13,5.90104045655527e-12,"TSPOAP1"
"FEZ1",208.133786491204,2.20435172687074,0.368765055658555,2.19521716863217e-10,4.10925804160412e-09,"FEZ1"
"LOC105371816",95.0570685725266,2.20451214272396,0.332266806188142,3.46647308356254e-12,8.28154665442886e-11,"LOC105371816"
"TOGARAM2",518.261623003414,2.20972596978361,0.345717777800104,1.76890094983876e-11,3.89269811548113e-10,"TOGARAM2"
"COBLL1",4.12886463640179,2.21156641523957,1.11609421019552,0.00438051030053531,0.0172386836347505,NA
"DOK3",46.5227318735721,2.21640333070969,0.78702394873391,0.000386763387675645,0.00207809606605286,"DOK3"
"ST3GAL4",253.835793521232,2.21670917908103,0.35078718884909,2.94437885443884e-11,6.29417371457568e-10,"ST3GAL4"
"CRACR2B",87.8497630417327,2.21885300711191,0.579533381426773,1.21800092472386e-05,9.5540942101278e-05,"CRACR2B"
"WSCD1",10.1094685891091,2.22125753510606,1.19363693257461,0.0038534568540033,0.015449261502027,NA
"IGDCC4",5.09433966332965,2.22302824172933,1.09024019375038,0.00347453486691812,0.0141717142262449,NA
"SLITRK5",7.47379421998453,2.22697172863883,1.00995697312573,0.00222848797532882,0.009663861655135,"SLITRK5"
"VANGL1",173.106350078982,2.22711134704709,0.323914380492865,7.04486994363426e-13,1.86155351237851e-11,"VANGL1"
"WDFY3",8.05464174747266,2.23277348567851,1.2839484046175,0.00469820933303675,0.0182826561773509,NA
"AS-PTPRE",70.9895717737204,2.23431782141946,0.335770554263267,3.30577806519137e-12,7.92477930679552e-11,"AS-PTPRE"
"SH3BP4",12.5603014443988,2.2409635118852,0.824426649364494,0.000585351016766013,0.00300914420999242,"SH3BP4"
"LOC105369464",8.13415512750012,2.24109479916571,0.70958330004291,0.000183733079803835,0.00107828544423294,"LOC105369464"
"SPIN4",154.903439114191,2.24487114365592,0.296889917046542,4.6158170621837e-15,1.63451471196921e-13,"SPIN4"
"ENPP5",105.038615217059,2.24692727300998,0.385661995532909,5.50922070315302e-10,9.73037382170222e-09,"ENPP5"
"DLG5",938.649304981226,2.24731182444495,0.361985903653463,5.88685893928473e-11,1.1891909641057e-09,"DLG5"
"LOC112268182",47.0158790171721,2.25060457366955,0.337365212596432,2.64283657808693e-12,6.44630348557148e-11,"LOC112268182"
"ARSD",139.900279150222,2.25123541243248,0.370316083569808,1.20541260688295e-10,2.33798656504601e-09,"ARSD"
"KCNE3",4.23574384300753,2.25211059843787,2.42354805763418,0.011629715724251,0.0388920886348872,NA
"CD244",1349.69382078234,2.25477564763834,0.249096239400764,1.62119729068837e-20,1.05041538388626e-18,"CD244"
"PDGFRB",371.249970726069,2.25844239310057,1.6770787071548,0.00585565454868853,0.0219421912972164,NA
"LOC105379316",5.33572637077692,2.26316074745084,1.14409373855744,0.00375937337157224,0.0151242149020115,NA
"RRAD",27.1531286808505,2.26732373879593,0.693510973667184,9.61457275247239e-05,0.000604608709626629,"RRAD"
"CLEC12A-AS1",7.79352696791381,2.26888230273344,0.90725029350289,0.00100296221312689,0.00483083848016561,"CLEC12A-AS1"
"ZNF730",3.43056750247291,2.27018440005645,1.17330912299618,0.0052156207913928,0.0198954556291751,NA
"LOC105379280",17.0420554516303,2.27065578201422,0.548831171035976,3.77055933869943e-06,3.31695106516611e-05,"LOC105379280"
"TPD52L1",5.42718255451862,2.2709954786519,1.62204054285416,0.00819455106725912,0.0290719723233767,NA
"BANK1",11.4840923655523,2.27439923712363,0.797465705274484,0.00037531414280861,0.00202489672098443,"BANK1"
"HIPK2",2339.94280735549,2.27583945446808,0.198451059737446,2.06862836603319e-31,3.97176646278372e-29,"HIPK2"
"LOC105372521",2.27392263245468,2.27790937219772,1.92998847613061,0.00730424284248929,0.0264478519816665,NA
"SPATA9",38.049969174688,2.28102933893982,0.325758422002148,3.20067494797018e-13,8.931163374816e-12,"SPATA9"
"SKAP2",399.087732204844,2.28192797071983,0.284717346196605,1.11068335042623e-16,4.78279447689714e-15,"SKAP2"
"LOC105370276",4.66706385402463,2.28224051856668,0.947133510694756,0.00180853517918872,0.00808394366297768,"LOC105370276"
"FASLG",208.247514215161,2.28236629660362,0.581661313379262,7.86841878015434e-06,6.45512615566719e-05,"FASLG"
"TPTEP2",6.15399721365927,2.28297468313866,0.811583494912487,0.0005623528573325,0.00290160764256769,"TPTEP2"
"LOC105375785",110.996848448098,2.28385349204292,0.264222393293758,6.23738667173054e-19,3.46249411846092e-17,"LOC105375785"
"TRV-CAC3-1",3.50530230155521,2.28434501629368,1.20528037582121,0.00542659417893714,0.0205674578088837,NA
"STRIP2",40.4569735276619,2.29391756072658,0.407040750382731,1.97758095720222e-09,3.19836277220465e-08,"STRIP2"
"BFSP1",63.3895304123636,2.29495613164187,0.644599232335586,3.21468233626742e-05,0.000226292875658946,"BFSP1"
"CHSY3",16.8220859791696,2.29659410815581,1.10807398679123,0.00224323758730796,0.00971976733482008,"CHSY3"
"ARHGEF10",73.5882124252668,2.29814123056551,0.379853917269797,1.30215977718843e-10,2.51166818589857e-09,"ARHGEF10"
"PTPN12",2509.5109166174,2.30012459554,0.251587695504703,6.86879203765645e-21,4.6370993472282e-19,"PTPN12"
"ZNF35",78.2982837791871,2.3127308259475,0.284274477205913,4.75058506663783e-17,2.14730549189193e-15,"ZNF35"
"ANKRD50",40.3678200026405,2.31501424537067,0.481587160902383,1.54937985156514e-07,1.77673542649618e-06,"ANKRD50"
"RHOC",847.6541365634,2.31676015852902,0.272306034822696,1.85079933295886e-18,9.78119405054623e-17,"RHOC"
"IFIT2",215.239637245332,2.31707972189051,0.460007948940826,4.5717976480454e-08,5.81632712330055e-07,"IFIT2"
"LOC105378968",5.39133153947849,2.32232393833769,0.875889241974589,0.000940469159686818,0.00456768126570567,"LOC105378968"
"CTRC",31.6761625875087,2.32509879216407,0.543653468540933,1.80166580989306e-06,1.70380759464266e-05,"CTRC"
"SLC22A3",13.4032590290397,2.32906498140358,0.576145223839744,5.35628746080816e-06,4.55491198617608e-05,"SLC22A3"
"FAM27E3",18.2746216885036,2.32945103988114,0.627279698256507,1.87478966641183e-05,0.000140679806879408,"FAM27E3"
"HMOX1",64.4681946077239,2.33106041873113,0.541001801893704,1.46722933827557e-06,1.41503113324568e-05,"HMOX1"
"MMP23B",654.45276444585,2.33261573535938,0.395252927497511,3.58487899278215e-10,6.48999546374955e-09,"MMP23B"
"KIF14",5.10246631667567,2.33749825223986,0.932255086908629,0.00123251234415103,0.00579140218910599,"KIF14"
"ZNF660",31.159918413681,2.34499522447022,0.490836188371828,1.83373384885436e-07,2.0800207040013e-06,"ZNF660"
"CRISPLD2",12.8241137997837,2.34886297995869,1.19466539046919,0.00271430737288642,0.0114618693905906,NA
"HDGFL3",236.568043663753,2.35855214898811,0.315514225538563,8.13277797580868e-15,2.74520608835039e-13,"HDGFL3"
"NALT1",58.5423362742742,2.35954906499278,0.34575920570502,8.42569933493028e-13,2.20141118204021e-11,"NALT1"
"LOC112268412",91.9325523773551,2.36018928024526,0.46374049779868,3.16216466834834e-08,4.1516801869005e-07,"LOC112268412"
"MCTP2",1515.86981311677,2.36637163282352,0.286017367495662,1.2408423158572e-17,6.01119166348599e-16,"MCTP2"
"NRSN2",41.7300701306745,2.36918971408053,0.400890701796062,3.94462464840343e-10,7.0861034027285e-09,"NRSN2"
"LOC105374382",448.850385530778,2.3696987885345,0.390750214933791,1.28597784734486e-10,2.48274394734624e-09,"LOC105374382"
"MGST2",32.2539346945768,2.3799749567058,0.397451930154488,2.20731648977241e-10,4.12821443234648e-09,"MGST2"
"LAIR2",131.479719299494,2.38110076505778,0.418285968500241,1.13465528871073e-09,1.89968527057106e-08,"LAIR2"
"LOC112268235",45.844902219087,2.38501814100884,0.472573163381673,4.31523848907228e-08,5.51338895600151e-07,"LOC112268235"
"TRPV3",83.5016001922501,2.38638126636317,0.437213360773898,4.39940371162447e-09,6.69605242740924e-08,"TRPV3"
"PPM1H",5.01113737118774,2.3888525866704,1.61580583141341,0.00666265408026615,0.0244538801458804,NA
"MAP3K8",2417.70022280941,2.38947283276816,0.341859684235539,2.71196611950724e-13,7.61825865087886e-12,"MAP3K8"
"MIR646HG",39.480403831103,2.38975059737084,0.344187853490231,4.96649730888632e-13,1.33941824330378e-11,"MIR646HG"
"NNMT",11.9732105407544,2.39325710290194,0.750342194064281,0.000124642290438082,0.000762946432959398,"NNMT"
"FOSL2-AS1",26.0445064121429,2.39833441504676,0.668952161069022,2.88013552677653e-05,0.000205297943816006,"FOSL2-AS1"
"LINC00504",15.4266596591027,2.39954002010644,0.994191024063118,0.000904954254861478,0.00441260080282875,"LINC00504"
"NDST1",38.3568622752291,2.40105132829497,0.485274117258429,7.49176489190161e-08,9.19036668568094e-07,"NDST1"
"SLC22A20P",15.1250912038002,2.40174129433229,0.559512087519452,1.89749812946267e-06,1.78475689228741e-05,"SLC22A20P"
"LOC105378833",16.1042951778069,2.40180526047195,0.51911210602789,3.78238445822963e-07,4.05937138163229e-06,"LOC105378833"
"FOXN3-AS2",2.50689773142755,2.40478575601471,1.98431486405193,0.00634450282980532,0.0234680366376486,NA
"TTC38",2661.20714677306,2.40796195089826,0.644028233934802,1.5893431605533e-05,0.000121172217355408,"TTC38"
"LOC105377211",7.86747946578323,2.40887108588444,0.727803639609535,0.000114558766040589,0.000707849381664439,"LOC105377211"
"REXO5",20.1312333577066,2.41333091402945,0.600688601370529,5.8338330829778e-06,4.90580476052801e-05,"REXO5"
"LOC101928548",189.254174408928,2.41379944481645,0.488987926095863,7.10579658776558e-08,8.747653587574e-07,"LOC101928548"
"SLC22A15",100.904530950862,2.4174472410687,0.504958615411066,1.47923147009017e-07,1.70188874139896e-06,"SLC22A15"
"PLOD1",667.009502921959,2.42004780870203,0.455515115560216,9.96631106252967e-09,1.43350486540633e-07,"PLOD1"
"LOC105374842",12.7264588151879,2.42011209895767,0.747632559853701,0.000108742585542221,0.000675702146742159,"LOC105374842"
"LOC105370412",2.42938654401836,2.42113987949633,2.06135254693701,0.00772185212834505,0.0277382288606257,NA
"CD160",791.581289509336,2.42447545373032,0.334842673131402,4.34942667530403e-14,1.34057145008487e-12,"CD160"
"PRSS30P",218.863092518754,2.42760992737078,0.477674654027779,3.24720342446903e-08,4.24468914848769e-07,"PRSS30P"
"CSF2RA",8.58162222772684,2.43029663477127,1.82862946026772,0.00636849100749413,0.0235393464861952,NA
"RCVRN",12.6400484662173,2.43169284629614,0.675858924047145,3.04573285568464e-05,0.000215705912703107,"RCVRN"
"EFHD2-AS1",138.934529707178,2.43269300651848,0.56727092190452,1.48304074049328e-06,1.42611866628558e-05,"EFHD2-AS1"
"KIR3DX1",279.232128094221,2.43604731608289,0.962192313048344,0.000693447187292199,0.00349757934708697,"KIR3DX1"
"VNN3P",19.3397572761884,2.43831650927809,0.975767031072477,0.00082853828143573,0.00408279942403743,"VNN3P"
"STAP1",61.8523975571759,2.44187354463758,0.453618359679829,6.85063849242544e-09,1.01321669519067e-07,"STAP1"
"LOC102723604",18.6913811869793,2.44395332743709,0.629781988795662,8.1562576244326e-06,6.67034621196269e-05,"LOC102723604"
"LOC107984402",3.22807729954827,2.44612910431905,1.59371547146397,0.00837798340818898,0.0296074011354346,NA
"TNFAIP2",96.8334923686714,2.44852215371025,1.46179962093896,0.00352113261030607,0.0143392133199349,NA
"NTRK1",50.2064233247502,2.44919553707609,0.583943354170728,2.35267488631286e-06,2.17669230860988e-05,"NTRK1"
"PPM1L",791.273230133897,2.45018460577747,0.463179436791603,1.15538738350726e-08,1.64265945394293e-07,"PPM1L"
"LOC105374882",2.21441399707287,2.45201110380166,1.91716209524735,0.00728246217727693,0.0263817497742862,NA
"NRROS",301.954618887798,2.45392557255858,0.271275793339415,1.48921870469072e-20,9.70914923731073e-19,"NRROS"
"FZD4",45.4345302080481,2.45452657044239,0.60396286352873,4.07504321784636e-06,3.54752514405527e-05,"FZD4"
"FGL2",281.936072231978,2.4612883424159,0.793591203814597,0.000132155065501223,0.000804930503728054,"FGL2"
"LOC101928077",12.5521254153653,2.46321255196374,0.70626043557946,4.08974086610277e-05,0.000280531290874463,"LOC101928077"
"HISLA",17.8045218954466,2.46896895293856,0.49004735961162,5.39003840090296e-08,6.76681005723438e-07,"HISLA"
"TLR6",78.4537450504025,2.46969028511256,0.39650756366025,5.09187037403546e-11,1.04166826185547e-09,"TLR6"
"RAI14",13.9283700426427,2.47296088909719,1.09471409266492,0.00137770490362609,0.00638595973933264,"RAI14"
"DUSP6",378.478627389267,2.47387473284877,0.477646607416797,1.97684704185405e-08,2.69520878774734e-07,"DUSP6"
"MMP23A",305.424982061109,2.474918970705,0.410634288647866,1.58804331069648e-10,3.0323513144394e-09,"MMP23A"
"NUDT10",18.5336975848464,2.47750815980785,0.451048773955895,4.8406736130359e-09,7.32506271681961e-08,"NUDT10"
"CD300A",2103.93135027242,2.47757408609724,0.623295436851529,5.69515856630664e-06,4.80985788844493e-05,"CD300A"
"OSBPL5",2343.20733735615,2.48044527828918,0.386237896332295,1.34262154266177e-11,2.99556328836094e-10,"OSBPL5"
"SIGLEC17P",376.294143280332,2.48680563575046,0.299457518338828,1.02207221449778e-17,5.02110969601164e-16,"SIGLEC17P"
"LOC105377872",9.86904384373642,2.48960024806967,0.622576314595027,7.9922230678828e-06,6.55155677104e-05,"LOC105377872"
"PAK6",44.1794055739313,2.48968144378645,0.399230684280351,4.31763436479755e-11,8.92879960340743e-10,"PAK6"
"LOC107986153",13.736819341381,2.49022408259474,0.602099873952477,3.45264319856437e-06,3.07166889977819e-05,"LOC107986153"
"HCAR3",11.8233403360474,2.49270152261154,1.3102290801582,0.00283990818281398,0.0119129281318763,NA
"GAS7",1529.17319684325,2.49304821653035,0.350318183427409,1.17940896794581e-13,3.46666725859128e-12,"GAS7"
"NIPAL2",175.071738063844,2.49421998326822,0.814879361959765,0.000148628931603873,0.000891262544586206,"NIPAL2"
"LOC100130872",1188.87762297108,2.49451741067863,0.364392660848339,7.39658189330339e-13,1.94711529387489e-11,"LOC100130872"
"SPI1",119.753527562769,2.49898668138665,1.26845662738322,0.0021565674685228,0.00939480515846068,"SPI1"
"LOC105378779",13.9662772878477,2.50096557970103,0.906991346385575,0.000364022484693129,0.00197108992487912,"LOC105378779"
"LOC105376436",31.0911730954383,2.50118632821169,0.596975721307761,2.43670244191662e-06,2.24847040142994e-05,"LOC105376436"
"BUB1B-PAK6",44.4706439332731,2.50153250193358,0.399393331440621,3.62215232544482e-11,7.61088392238044e-10,"BUB1B-PAK6"
"ST3GAL6",6.64303568983866,2.50202090062169,2.03350120311262,0.00678817233285056,0.0248491989823153,NA
"HOPX",1419.98305147352,2.50372107153106,0.270676978895505,2.22296075900532e-21,1.59322338234463e-19,"HOPX"
"KNL1",15.9657810196227,2.50393663967489,0.610096619655147,4.20900637049394e-06,3.65654152435439e-05,"KNL1"
"PNPLA1",15.5533002691872,2.50684886697627,0.906575478253953,0.000406291877020805,0.00217010951728683,"PNPLA1"
"LOC105369535",100.535548958019,2.51075757655737,0.362677770576425,3.73590160243833e-13,1.03419244359563e-11,"LOC105369535"
