"","baseMean","log2FoldChange","lfcSE","pvalue","padj","label"
"CELSR3",234.220285566272,-1.09739077364361,0.179828452612095,3.56964869327526e-10,6.46801799591901e-09,"CELSR3"
"PIK3IP1-DT",16.7254358447899,-1.09733527157226,0.473507516703564,0.00561459518754817,0.0211983128423251,NA
"METTL1",96.5833860028623,-1.09611288511373,0.212763780297116,8.55504514043665e-08,1.03851499245393e-06,"METTL1"
"ANP32B",1849.8794342634,-1.09541050793721,0.119908338146338,2.16937778012823e-20,1.38416884702816e-18,"ANP32B"
"AGRN",267.788313472865,-1.09436600668042,0.317139616420273,0.000168038871614644,0.000996519553740795,"AGRN"
"TECPR1",1542.13196288201,-1.09370628384263,0.118053345761941,6.68213664263586e-21,4.5551711940418e-19,"TECPR1"
"ZFP69B",53.4601963564557,-1.09344141801907,0.276467894700003,2.48635039181756e-05,0.000180214741542342,"ZFP69B"
"PFN2",47.457311023906,-1.09307352998652,0.269637788977839,1.66227036416974e-05,0.000126089141650396,"PFN2"
"FUT8-AS1",12.2938118528282,-1.0903845787074,0.512047048385357,0.00919979082883723,0.0320461422213558,NA
"FAM239B",143.439717187578,-1.09023728416669,0.438248530316342,0.00362462542965207,0.0146909458490411,NA
"TC2N",2122.67461904898,-1.08979644946313,0.195293592700032,7.53484400330988e-09,1.1086583951735e-07,"TC2N"
"EEF1D",6613.13130749286,-1.08947432162003,0.115757461062856,1.66800570760416e-21,1.21208414752569e-19,"EEF1D"
"PIK3CB",274.518338174577,-1.08848995704159,0.181265735258427,6.33158206853211e-10,1.10607136502704e-08,"PIK3CB"
"RPL10",23812.8788667324,-1.08739321137094,0.148715852400126,8.7691669882741e-14,2.61054234325178e-12,"RPL10"
"MRNIP",215.257524179072,-1.08688227819974,0.247737501862434,3.61096387335078e-06,3.19275238697784e-05,"MRNIP"
"FOXP3",32.9956241106557,-1.08594831337448,0.414633295063706,0.00249636003513002,0.0106620046561635,NA
"BNIP3",127.468958855935,-1.08534931803132,0.235223371314073,1.31926554460987e-06,1.28416694500443e-05,"BNIP3"
"MAMDC2",144.456637997432,-1.08480221895148,0.216232338969744,1.77258838719751e-07,2.01393755522636e-06,"MAMDC2"
"NACA",7752.56254456911,-1.08460310329692,0.132835273817125,1.09877610675245e-16,4.75107156242053e-15,"NACA"
"GOLGA7B",259.91144682089,-1.08451611584939,0.321699070275909,0.000225070771963741,0.00128590803048244,"GOLGA7B"
"ST13P4",41.0174003784854,-1.08417068421987,0.295287428776835,8.04386660892406e-05,0.000515595835808768,"ST13P4"
"PDE7A",1557.45193759958,-1.08303030584471,0.152730028642798,4.5455446795315e-13,1.23460962998014e-11,"PDE7A"
"LOC100129203",34.3024777267644,-1.08199525411145,0.316797090700892,0.000200512112620134,0.00116564374803171,"LOC100129203"
"RPS24",9286.18348576748,-1.08124349563432,0.177774602415729,3.9586509873981e-10,7.10520136057182e-09,"RPS24"
"AMIGO2",340.595528219756,-1.08108762126933,0.152060508410554,3.83296799600289e-13,1.05826324828956e-11,"AMIGO2"
"IKBKE",685.994498538354,-1.08029527175236,0.148870743990999,1.34169176913095e-13,3.89985074227396e-12,"IKBKE"
"ZNF891",51.6727440919812,-1.08011860036579,0.268731739130211,1.83023446563398e-05,0.000137682052109231,"ZNF891"
"GIMAP8",302.830257191014,-1.08003141569359,0.249206215458934,4.77648438969656e-06,4.10522650133756e-05,"GIMAP8"
"CDNF",26.932951573195,-1.07981127553734,0.387661852915802,0.00159956650222467,0.0072505366598566,"CDNF"
"SNHG6",702.280667364599,-1.07787996468163,0.176398905710045,3.41366626920265e-10,6.2068816404755e-09,"SNHG6"
"LRFN4",75.2808349548708,-1.07677501085978,0.327449326005626,0.000303011778748325,0.00167320066112004,"LRFN4"
"TTC12",204.214423209026,-1.07265583142657,0.337692355208887,0.000449008595610304,0.00237474144274259,"TTC12"
"COL5A2",17.6025615132742,-1.07208340570687,0.487339596279997,0.00782597686980017,0.0280224196273385,NA
"IFNGR2",106.612430682948,-1.07013870878155,0.378425074972811,0.00142032194245988,0.0065515754048491,"IFNGR2"
"FBL",1884.77961084051,-1.06899122894687,0.160348492414196,8.95369001648274e-12,2.0546362353613e-10,"FBL"
"WNT10B",317.393611935396,-1.06763129461857,0.280031595814353,4.42050902462543e-05,0.00030066325033502,"WNT10B"
"NT5DC3",107.947994457409,-1.06527720048076,0.382116245082944,0.00159202075892514,0.00722102523684123,"NT5DC3"
"PFDN5",2287.79493155924,-1.06438796813973,0.166257865973279,5.3382109300315e-11,1.086710301242e-09,"PFDN5"
"SNHG1",2504.91609775165,-1.06348279334466,0.179544646216157,1.08881615072552e-09,1.83026059456897e-08,"SNHG1"
"TBC1D16",94.3939853194191,-1.06208294453682,0.246360616426177,5.75680940715369e-06,4.85408973702306e-05,"TBC1D16"
"S1PR1",2725.04981813702,-1.06106122523513,0.190140574456929,8.28643760361759e-09,1.20933449210955e-07,"S1PR1"
"MYG1-AS1",503.758852828311,-1.06034128713658,0.164859471861693,4.53221402159818e-11,9.32646755594952e-10,"MYG1-AS1"
"SNORD16",19.9489746825624,-1.06021269835797,0.416414529520748,0.00349114228446839,0.0142311308393756,NA
"HECA",4146.64036030006,-1.06004775701486,0.151391761859825,8.84515334706373e-13,2.30812181106421e-11,"HECA"
"SNORA44",43.3095457790389,-1.05807386323832,0.288091215482623,8.31274973654351e-05,0.000530717591477677,"SNORA44"
"HSPH1",1322.19421647141,-1.0579484109751,0.338355647152173,0.000550158770769805,0.00284429909947393,"HSPH1"
"SNORD68",156.133766600259,-1.05736491826112,0.254429957535904,1.11527787184942e-05,8.83107654258972e-05,"SNORD68"
"DARS1-AS1",21.5880914556063,-1.05736234908231,0.372592817248438,0.00139650424834968,0.00646022989284478,"DARS1-AS1"
"SLC16A1",105.197816428554,-1.05732932022252,0.309958994760312,0.000212842540007355,0.00122608551535203,"SLC16A1"
"SPATC1L",123.665469351585,-1.05656269504842,0.25081277865031,7.93793002151642e-06,6.50960029350688e-05,"SPATC1L"
"GPRASP2",16.9901041968435,-1.05581476249134,0.469727857215223,0.00705818956491994,0.0256759588414122,NA
"MAP6D1",34.8254408430561,-1.05401783250531,0.310519115715902,0.000235009139653354,0.00133721350589054,"MAP6D1"
"PCYOX1L",403.343772586289,-1.05293175293228,0.275390496036817,4.29068166133406e-05,0.000292588419056368,"PCYOX1L"
"PRR19",15.5261395455633,-1.05278143870473,0.421170191903299,0.00387550056103032,0.0155049657314553,NA
"NT5DC1",314.087686757247,-1.05197080868068,0.157844146285613,9.92416289231476e-12,2.26244968420875e-10,"NT5DC1"
"SLC26A11",593.854492411199,-1.04985961237171,0.127433662062833,6.82715345948484e-17,3.00165268067434e-15,"SLC26A11"
"ZNF862",987.573202158081,-1.04973043806401,0.132446349346857,8.0523072231939e-16,3.16764446554515e-14,"ZNF862"
"MHENCR",361.860066631816,-1.04932734878218,0.273007487139183,4.03503701402282e-05,0.00027732431733816,"MHENCR"
"RND1",26.2226707024652,-1.04873710457447,0.488987996098261,0.00896460024440532,0.0313207268639256,NA
"SLC27A5",39.4698441303175,-1.04835124523123,0.29423248724129,0.000124183797122957,0.000760800795402049,"SLC27A5"
"NIPAL3",673.538147553886,-1.04785279161222,0.147296974792143,4.08766748976072e-13,1.12118879719151e-11,"NIPAL3"
"TTYH2",155.754135127595,-1.04784790529981,0.389223404568128,0.00219140906881607,0.00952873654522805,"TTYH2"
"LOC107986949",27.0043865396147,-1.04746485192774,0.420321214089268,0.00379607074838523,0.0152513282054533,NA
"ROGDI",97.4430566742231,-1.04716586402249,0.276691542070981,4.90871927090337e-05,0.000330214326266364,"ROGDI"
"ASAH2",17.9151622004778,-1.04584378515895,0.390613039448224,0.00235635755139438,0.0101573328188633,NA
"ZEB1-AS1",25.0789333329421,-1.04513525964259,0.415601878016782,0.00357730475232068,0.0145342329366273,NA
"FAM239A",134.55736168783,-1.04428563777357,0.388846677655904,0.00229227433905861,0.00990353372580897,"FAM239A"
"GYPC",1066.13413216833,-1.04324843542944,0.199466336304945,6.0068815021802e-08,7.49987728168444e-07,"GYPC"
"SLAIN1",179.334123328989,-1.04317997826474,0.151157510849319,1.99762618673637e-12,4.97102506968119e-11,"SLAIN1"
"TXNRD3",25.757443969707,-1.04297730335334,0.434281728761714,0.00480860368549534,0.0186178348385814,NA
"ODC1",2599.29524464205,-1.04296001225877,0.285637106054368,8.51236721186155e-05,0.000542634240054336,"ODC1"
"CD27-AS1",249.812314106661,-1.04217331005518,0.230257550416745,2.10073564613054e-06,1.95918875232709e-05,"CD27-AS1"
"SLC7A6",1879.6061587241,-1.04115332776491,0.206198828282229,1.54309505969244e-07,1.77049854217344e-06,"SLC7A6"
"BTG1-DT",23.942180212292,-1.03932314797809,0.397067594214043,0.00285270554081948,0.0119594193826663,NA
"AGPAT3",788.700618097193,-1.03917747033656,0.123666546924041,1.57447431312809e-17,7.55747670301484e-16,"AGPAT3"
"SLC4A5",110.073364945494,-1.03834512750017,0.301768259293955,0.000196110751784428,0.00114259627320281,"SLC4A5"
"PIM2",1634.7200913532,-1.0371363533397,0.298616587996218,0.000170511007189189,0.00100889294838998,"PIM2"
"SCMH1",189.534861000928,-1.0348698020923,0.204778497695932,1.63264646416485e-07,1.86710520229738e-06,"SCMH1"
"CFAP36",236.978808424532,-1.03465868657372,0.208526588206368,2.39261718158879e-07,2.654967782412e-06,"CFAP36"
"P2RX5",156.7026927947,-1.03456364441091,0.26647608007039,3.72759994717114e-05,0.000258829501308552,"P2RX5"
"PBXIP1",4649.73517272768,-1.0335500901895,0.215053612303949,5.78642175953962e-07,6.00685687418875e-06,"PBXIP1"
"KCNG2",117.661207261964,-1.03323178568061,0.201409786323515,1.04276895136374e-07,1.24277156116972e-06,"KCNG2"
"SNHG14",910.654464221163,-1.03269313943534,0.171312631203489,5.99350038308171e-10,1.05228167799609e-08,"SNHG14"
"SRM",462.277047192557,-1.03135563112135,0.115116348646506,1.17763367751702e-19,7.22742451703116e-18,"SRM"
"TRAF1",1809.85011929175,-1.03125246482064,0.122769979362629,1.65793328534326e-17,7.92174150585931e-16,"TRAF1"
"TTC39C",777.676975158652,-1.03107147265156,0.145076334455304,4.38970266063492e-13,1.19463845619984e-11,"TTC39C"
"IPCEF1",808.281738024617,-1.03038888679914,0.226991555258086,1.9666098655954e-06,1.84644285631138e-05,"IPCEF1"
"TCAF2P1",110.021212089971,-1.03002610536517,0.194744616462552,4.68776585585809e-08,5.94579174735746e-07,"TCAF2P1"
"RAPGEF6",1460.74793786906,-1.02947936383245,0.140124425760709,7.46306917901851e-14,2.23763770456303e-12,"RAPGEF6"
"SNHG25",51.7816691047393,-1.02771995682757,0.356936517281064,0.00133565862801844,0.00621170305937107,"SNHG25"
"LSM5",183.464949614473,-1.02757595034178,0.186631558312022,1.38432084962713e-08,1.93398309352448e-07,"LSM5"
"LOC105378890",21.2672812164929,-1.02642308423003,0.380572690399221,0.00223857034833832,0.0097035626035676,"LOC105378890"
"DIMT1",498.344351162154,-1.02553176411873,0.167263812575051,3.18874919075328e-10,5.82322365306149e-09,"DIMT1"
"TMEM25",134.859231528291,-1.02521581227208,0.236362843159664,5.12975262552795e-06,4.38185563049179e-05,"TMEM25"
"NOXRED1",22.0007476333486,-1.02428520216581,0.392400865990574,0.00299152992879759,0.0124503222782701,NA
"MID1IP1",158.15927040228,-1.02401133607588,0.270063629803993,5.37875880703317e-05,0.000357581525773794,"MID1IP1"
"STRCP1",23.6179896960176,-1.02175536764699,0.383627894201175,0.0025868135919545,0.0109900192554656,NA
"ING5",508.763496825706,-1.0215595011347,0.134204053255006,9.91928470544615e-15,3.31614681015299e-13,"ING5"
"DIPK1B",56.7262734906823,-1.02108126828567,0.25202045443427,1.69475667127822e-05,0.000128181668292413,"DIPK1B"
"MCMDC2",292.73671865765,-1.02100505542557,0.183205979435442,9.45287434045287e-09,1.36717176362818e-07,"MCMDC2"
"ZBTB18",817.071645650115,-1.02003746074482,0.241843896293686,8.63391255733062e-06,7.02256206761816e-05,"ZBTB18"
"MLXIP",2936.95349921074,-1.0197671484552,0.152320597478493,7.95599912865678e-12,1.83778310998376e-10,"MLXIP"
"ATP5PO",733.418628833437,-1.01937793546863,0.162483997687682,1.33277930779149e-10,2.56364019792834e-09,"ATP5PO"
"FCGRT",208.407441291873,-1.01839376375904,0.462310124844672,0.00827657824534116,0.0293000318881379,NA
"MAP3K9",126.367632290179,-1.01740564146543,0.269318967123272,5.45895105432215e-05,0.000362452181677836,"MAP3K9"
"STRC",21.005073847662,-1.01726251557762,0.41109635778163,0.00437613900241292,0.0172279603164969,NA
"YPEL2",984.158346454917,-1.01677742308069,0.184938071689264,1.42257696686803e-08,1.98081774867692e-07,"YPEL2"
"LMLN",134.287231503154,-1.0159385462289,0.304310175178897,0.000274846943060089,0.00153961371101754,"LMLN"
"EIF4B",7230.23139333772,-1.01487607403252,0.124124979018424,1.16274579357152e-16,4.98646392784115e-15,"EIF4B"
"LOC112268213",33.5806446990877,-1.01449788274479,0.308937679898831,0.000349869568240761,0.00190430957715023,"LOC112268213"
"PCNP",3014.9173678805,-1.01418608524643,0.133955690456504,1.40164745474289e-14,4.60497298788999e-13,"PCNP"
"ARMCX2",49.9783355557831,-1.01383343227621,0.368305617516451,0.00198969966641095,0.0087664072881365,"ARMCX2"
"PHYH",70.3218336757783,-1.01246018272185,0.255502892605133,2.52763611230449e-05,0.000183039337572002,"PHYH"
"FYB1",5414.48047161202,-1.01165431470893,0.119553267752048,9.78480217264555e-18,4.82963065729071e-16,"FYB1"
"C9orf72",324.947591870103,-1.0114737327039,0.257778421828318,3.13829866615419e-05,0.000221617052995562,"C9orf72"
"ACVR2B",135.852140384244,-1.01061985641761,0.264098399166187,4.43852004678889e-05,0.000301393080918877,"ACVR2B"
"SLC35F2",76.3600290766944,-1.01026648039662,0.280734101020098,0.000116491117133712,0.000718591724118841,"SLC35F2"
"MTX3",741.194579264468,-1.0099685499484,0.148850413945619,4.40367980379732e-12,1.04253632278134e-10,"MTX3"
"LOC105371312",72.8349098285807,-1.00965331443038,0.410405722197181,0.00427691522213165,0.0169023879240631,NA
"CNIH1",383.86973876665,-1.00952223837348,0.129088812967406,2.0230671990199e-15,7.46715173564171e-14,"CNIH1"
"TRIM73",47.1966898528242,-1.0095029731684,0.268766452203304,6.26892248537387e-05,0.000410243933001577,"TRIM73"
"CACNA1H",161.14256499132,-1.00881021873593,0.299690628064585,0.000254707887646608,0.00143832501098572,"CACNA1H"
"MTLN",34.2470642729534,-1.00875425950841,0.360791075742146,0.00177342959937305,0.00795932546765583,"MTLN"
"NFKB1",1225.20280567084,-1.0085827604668,0.246933573656329,1.59141212837652e-05,0.00012128577211458,"NFKB1"
"ZNF232-AS1",23.0075471802233,-1.00712430339612,0.433160027431636,0.00663112470135301,0.0243464279581776,NA
"SBF2-AS1",21.084848297199,-1.00679679614827,0.405604531760513,0.00412348307950366,0.016384327679486,NA
"MXRA8",272.647327782991,-1.00582271235607,0.391571791964209,0.00330666939870834,0.013569015132582,NA
"MORC2",572.116358417449,-1.00372249102621,0.137705099790081,1.0010652156764e-13,2.96746357417501e-12,"MORC2"
"KLHL32",33.6552702031253,-1.00325345608738,0.295672079854528,0.000247769038892223,0.00140333164977982,"KLHL32"
"RGPD2",156.467240142332,-1.00312764550908,0.236823999976702,8.85499040282578e-06,7.16500840152189e-05,"RGPD2"
"LOC105370489",38.0650619015715,-1.00256003626943,0.313411564844543,0.000467549502342028,0.00245789399271891,"LOC105370489"
"TLE3",637.186369784191,-1.00159532610007,0.311955724166251,0.000458173269095902,0.00241466889338681,"TLE3"
"NSA2",1045.18858506765,-1.00044277090688,0.174694053114515,3.95417257303809e-09,6.07138104244616e-08,"NSA2"
"LOC389906",240.487099660449,-1.00030234590818,0.224599978801026,3.28061612618208e-06,2.93907252948368e-05,"LOC389906"
"EVA1B",53.8815142023461,1.00109664684347,0.300500696460287,0.000305007999995111,0.00168333529111226,"EVA1B"
"TSPYL5",105.597186472014,1.00130444921474,0.36369346252047,0.00200592860200704,0.0088249051466898,"TSPYL5"
"SLC36A1",221.45350092148,1.00152423763819,0.215847778204252,1.28908866530563e-06,1.25830445837296e-05,"SLC36A1"
"SYT9-AS1",46.4293106988717,1.00153468741571,0.336543187195992,0.00099127789873835,0.00478226460691475,"SYT9-AS1"
"SSH3",356.298003625786,1.00205583281501,0.161883723168509,2.24290089493693e-10,4.19086292373394e-09,"SSH3"
"FAR1",550.038673303193,1.00216461071483,0.160638445742526,1.71678321295673e-10,3.26625809825078e-09,"FAR1"
"ADAM15",537.577659522211,1.00287922188428,0.226459401543636,3.58234162451547e-06,3.17137248383502e-05,"ADAM15"
"AFF3",50.7373961293719,1.00368686603621,0.465829615610051,0.00987413018042636,0.0339463366576527,NA
"HEATR9",166.214179188852,1.00403054768327,0.391807565562386,0.00340294727221595,0.0139231437952953,NA
"CYRIB",2230.11561632317,1.00476633052389,0.182270695501898,1.35594438942329e-08,1.89941125715198e-07,"CYRIB"
"CCNG2",506.163829394773,1.00484154604228,0.380046360652662,0.00274835037542744,0.0115839704277413,NA
"SASH3",3800.1186553162,1.00536207421186,0.189817405293648,4.49633844876925e-08,5.73077777441187e-07,"SASH3"
"ADAP1",845.954711649728,1.00568484776713,0.302447212899948,0.000313646390429202,0.00172645756415106,"ADAP1"
"PLEKHF1",913.41666071173,1.0056912851204,0.460668042154769,0.00934872542998291,0.0324676611016731,NA
"FAM199X",1112.00809884198,1.00598404246496,0.137245569300701,9.38713191040088e-14,2.78658009391304e-12,"FAM199X"
"SERPINI1",55.784823291455,1.00654624025018,0.301505914236396,0.000295037643085092,0.00163520863201398,"SERPINI1"
"CD2BP2-DT",20.3022602698511,1.00673941798831,0.409660122007326,0.004579326734296,0.0179166479520185,NA
"LMO4",307.552706715958,1.00811676167931,0.154726615458969,2.93584014149318e-11,6.28233767701117e-10,"LMO4"
"APOBEC3G",1079.45160323626,1.00813750138007,0.255574967201106,2.93467876609305e-05,0.000208830184348165,"APOBEC3G"
"LOC107985381",16.7101214249854,1.0093019014574,0.494750559135051,0.0122358457689598,0.0406463143258397,NA
"ANKRD10",2578.85045754367,1.00973695659606,0.164224072268562,3.11462126478118e-10,5.70777529153594e-09,"ANKRD10"
"CLASP1-AS1",13.2122882603495,1.01025608227723,0.462306009114072,0.00911140359810318,0.0317858733957498,NA
"THBS1",192.370973448515,1.01139422484383,0.412619684127295,0.00459673509283423,0.0179612531782739,NA
"SMKR1",40.0452144468969,1.01181719571009,0.318440709858661,0.000516614860832771,0.00268547337493995,"SMKR1"
"HVCN1",107.635499000848,1.01296729745064,0.363159669508022,0.00179598558606745,0.00803643069172965,"HVCN1"
"ARSG",531.159682858195,1.01397408080071,0.135445514645534,2.61690543977346e-14,8.27289985552551e-13,"ARSG"
"RHBDF2",1572.27136438839,1.01448835292454,0.206732741242414,3.22375053437528e-07,3.50112356945542e-06,"RHBDF2"
"RYR3",43.963649966062,1.01472576719249,0.372167795418971,0.00214765100901226,0.00936539608603585,"RYR3"
"IFNG",150.211001256125,1.01634917146729,0.502775065727671,0.0125751787216944,0.0416018558785362,NA
"INPP5D",4480.28411385443,1.01637640385714,0.122710783353914,4.61978194357658e-17,2.09270122327209e-15,"INPP5D"
"LOC107984669",31.0123227292579,1.01705170962833,0.501447612612597,0.0124174028495219,0.0411626830182126,NA
"AXIN1",2355.28687653269,1.01709115021358,0.174957526997199,2.32739304572775e-09,3.72098408410927e-08,"AXIN1"
"BRME1",41.1888783205885,1.01725844220054,0.33748926060437,0.000845091686130959,0.0041497134695797,"BRME1"
"CATSPERG",44.5952668810754,1.01852719570071,0.31760285828109,0.00044913962628711,0.00237483428472376,"CATSPERG"
"LOC105371870",221.222839741918,1.01904029274951,0.277063120913706,8.13925671129813e-05,0.00052043496625129,"LOC105371870"
"NFAT5",1438.36822769196,1.02018555953425,0.115052370342236,2.79573395980417e-19,1.63891093307512e-17,"NFAT5"
"HSPA1A",107.744404485726,1.02136442651554,0.356168813994961,0.00137922894787342,0.00639160837491028,"HSPA1A"
"RIN3",3500.60855108485,1.02158411677977,0.0957896492906566,5.72370926957959e-27,6.92403396495732e-25,"RIN3"
"CASP10",876.133359411593,1.02195271093587,0.195068948153295,5.95455097073718e-08,7.44870548210327e-07,"CASP10"
"CD79B",121.933501906436,1.02476138677525,0.307518140318361,0.000288000747473396,0.0016034263482637,"CD79B"
"SCARNA17",48.1618833441771,1.02477774239672,0.509973922064745,0.0125278052116022,0.0414910440684304,NA
"HSPA1B",82.6012392639957,1.02596078534699,0.338513159083287,0.000823016014726903,0.00405941059538172,"HSPA1B"
"SYT11",589.547177545165,1.0264701614568,0.272792967470586,5.92904913283768e-05,0.000390567013698542,"SYT11"
"SPRED2",29.9546290275427,1.02693010163146,0.422171322467066,0.00471982691980224,0.0183360938885504,NA
"TOR2A",312.34155221069,1.02730323663679,0.245422108557657,9.98383705645309e-06,7.9840176506477e-05,"TOR2A"
"NUDT8",33.3789196265285,1.02903535798085,0.418766503032603,0.0043314322247134,0.0170840960419906,NA
"CHP1P2",165.648501242975,1.03011991472632,0.265910016364673,3.65909665119382e-05,0.000254495097095993,"CHP1P2"
"SIRT2",1333.17967531189,1.03204085611172,0.179511301709486,3.28697611462024e-09,5.11448595738085e-08,"SIRT2"
"LOC105371251",15.8960012367851,1.03211465514669,0.499051601594197,0.0109809289274938,0.0370420503859753,NA
"ZNF321P",44.0135046511163,1.03212823965283,0.286930195240248,0.000111371072721324,0.000690599647381294,"ZNF321P"
"TBK1",384.164138949648,1.03244925123772,0.199939257427525,8.97768679862031e-08,1.08291083182436e-06,"TBK1"
"STK39",612.163491853446,1.03481226811768,0.181782893609055,4.67190990241488e-09,7.07992255161033e-08,"STK39"
"LOC107986974",26.1789876204309,1.03522174861418,0.432068397724548,0.00504286413727836,0.0193433029078009,NA
"RAPGEF3",19.3835234564847,1.03530741103657,0.420509423323257,0.00435287383253284,0.0171492740149185,NA
"LOC107985297",18.6799316271199,1.0353535035458,0.536605518936126,0.0146285593140004,0.0472375388556398,NA
"LOC105369957",34.7662155818655,1.03548717735874,0.410629170643171,0.00374638279475485,0.0150893570301443,NA
"CCDC28B",93.8748864370924,1.0355980527182,0.245978296477836,8.64466331719504e-06,7.02584520008768e-05,"CCDC28B"
"C15orf39",825.504688517217,1.03583595942907,0.188555654817237,1.47307896260657e-08,2.04841172953026e-07,"C15orf39"
"WDR41",152.974578882695,1.03708012245761,0.241657624832028,6.19933914655224e-06,5.18631292581725e-05,"WDR41"
"GSE1",3067.41903261993,1.03793497346788,0.150648708062658,2.07276132973502e-12,5.14575908762686e-11,"GSE1"
"PAWR",56.4490866203144,1.03811073916315,0.315515581137469,0.000349717014644431,0.00190430957715023,"PAWR"
"NFATC2",2857.77041388209,1.03926761685837,0.1667665484727,1.73422060091789e-10,3.29344543883935e-09,"NFATC2"
"SLC43A2",131.695188973983,1.0415348865092,0.431602959684096,0.00479412361257278,0.0185764523169641,NA
"LPGAT1",1128.83273926691,1.04202100566751,0.246709987817372,8.41930335762384e-06,6.86936376874665e-05,"LPGAT1"
"TOX",727.259902562294,1.04248942069411,0.326345007789207,0.00045129002508559,0.00238379546819567,"TOX"
"PUS10",167.090266281404,1.04294969242967,0.191516095056586,1.8178317665605e-08,2.4897632991216e-07,"PUS10"
"NHSL2",338.87166660495,1.04357686899952,0.331060929803329,0.000530185677163602,0.00274987009954891,"NHSL2"
"CHD9",1051.24236578538,1.04438694149968,0.189915020457855,1.36811303659037e-08,1.91389502872749e-07,"CHD9"
"LINC01278",435.408610779602,1.04465786266966,0.135711009552299,4.99456212687362e-15,1.75085755764173e-13,"LINC01278"
"DSCC1",11.6081201035183,1.04639469717699,0.508115094746358,0.0112345792267235,0.0377516496558878,NA
"TCIRG1",5436.7250821716,1.04743339103558,0.208880048001928,1.89257364019265e-07,2.13887859966709e-06,"TCIRG1"
"MIR5587",11.378050585071,1.04771401149777,0.504023282259,0.0105176403316806,0.0357849417755506,NA
"TAMALIN",2936.82481391964,1.04881151432327,0.417397857109181,0.00368757892045336,0.0149070217591748,NA
"C1R",51.8631414114003,1.04976327023436,0.274395266476244,4.53156712740988e-05,0.000307014039632353,"C1R"
"MIR6753",12.2510816292723,1.05057329034357,0.510764318767502,0.0112968307639813,0.0378999798378647,NA
"PRKX-AS1",15.2323702573843,1.05152312073456,0.528953244692016,0.0131416720941748,0.0431553292934081,NA
"CHD5",17.448294906226,1.05171172529593,0.473439155071342,0.00780200314392507,0.0279610033329427,NA
"PLIN1",16.8291166148047,1.05174665474644,0.521180683250175,0.0122172201824764,0.040597329942659,NA
"C1orf216",170.560141374407,1.05180882407116,0.254848566429742,1.25231947202251e-05,9.77930668301761e-05,"C1orf216"
"ZNF256",433.889160744057,1.05196211538497,0.203183316975302,7.8630557018547e-08,9.63454506606647e-07,"ZNF256"
"COMMD5",506.439591177418,1.05227378216238,0.207935281051032,1.50393249369582e-07,1.72840742603329e-06,"COMMD5"
"LOC107987150",27.8078909873437,1.05271745897792,0.48596990277228,0.0082249332799198,0.0291598875738968,NA
"GPR68",224.991005236077,1.05365804252695,0.18760215413648,6.95518586252901e-09,1.02722745046582e-07,"GPR68"
"LDLR",559.626057889601,1.05541707092422,0.363585790810096,0.00115731266866104,0.00547102767782655,"LDLR"
"ATP2B4",4044.36506667815,1.05591255660794,0.255736617708902,1.09525939709818e-05,8.68570998956827e-05,"ATP2B4"
"AGTRAP",559.085545165205,1.05619285320877,0.240486264584561,3.8310313825951e-06,3.363603897707e-05,"AGTRAP"
"LOC107984247",84.7089017700386,1.05663092679376,0.338411604492251,0.000595581623194251,0.00305423479789495,"LOC107984247"
"ACSL1",267.038886224873,1.05862612517003,0.393644144102807,0.00219458731014705,0.00953661196568882,"ACSL1"
"CELF2-AS1",333.986542018781,1.05868466904644,0.268983443767543,2.77897387097537e-05,0.000199172483464975,"CELF2-AS1"
"RIPOR1",543.93465094285,1.05883812508115,0.164666984208548,4.46417097729761e-11,9.19548919418154e-10,"RIPOR1"
"LOC107985532",35.2253336013283,1.05897377296425,0.332184081224186,0.000466989552245733,0.00245556717321575,"LOC107985532"
"TET2",1045.8637678427,1.05949214663591,0.0981583526958168,1.33910669266683e-27,1.72992746074885e-25,"TET2"
"ADGRE2",345.492165025855,1.05956771335482,0.359729569857088,0.00100937689590758,0.00485614705231124,"ADGRE2"
"SCIMP",36.4374229423999,1.06126781175716,0.363843843434618,0.00106117162558424,0.00507499994977764,"SCIMP"
"MIR8085",14.5962323000985,1.06261334546774,0.50834789765797,0.0100834578576521,0.0344983825478084,NA
"B4GALT4",271.227425363237,1.06289335887429,0.258495662916999,1.32812917081938e-05,0.000103250695716597,"B4GALT4"
"RAB3D",66.5618064064867,1.06393262253378,0.280333883043245,4.8479877432831e-05,0.000326233721837392,"RAB3D"
"PPCDC",144.77884665488,1.06798567769129,0.207323398351818,8.63655060144514e-08,1.04719426991335e-06,"PPCDC"
"CHKA",163.780252286577,1.07145686155837,0.200635644501992,3.178447874919e-08,4.1626130867525e-07,"CHKA"
"ATP2A1",28.8222229668861,1.07149754184964,0.406584672815742,0.00246253480734862,0.0105390446724319,NA
"VIPR2",64.6561734733417,1.07248761831752,0.473235565484755,0.00663000527342662,0.0243464279581776,NA
"PITPNM2",1709.31210273493,1.07353333114632,0.125266012032948,3.54486277630911e-18,1.84086571172698e-16,"PITPNM2"
"WEE1",120.724056836257,1.07419139885805,0.389153324454095,0.00174310443372467,0.00783330246703672,"WEE1"
"TXK",3061.36577069574,1.0759587692201,0.244056642804852,3.41847890590895e-06,3.0451228091443e-05,"TXK"
"TTYH3",406.659943639242,1.07686702683975,0.229831974392974,9.16059273890816e-07,9.19045469031017e-06,"TTYH3"
